ANTsNeighborhoodCorrelation,Correlation,MeanSquares,MattesMutualInformation,Demons,JointHistogramMutualInformation,Subject,method,init,dofs
-3.4402849674224854,-0.2455071061849594,14532513.0,-0.1846618056297302,24116946.0,-3.4402849674224854,sub-032S6293,bbregister,coreg,12dof
-4.444225788116455,-0.1549652963876724,14532513.0,-0.1095201522111892,24116946.0,-4.444225788116455,sub-032S6293,bbregister,coreg,9dof
-4.094380855560303,-0.0545126162469387,14532513.0,-0.0481657125055789,24116946.0,-4.094380855560303,sub-032S6293,bbregister,fsl,12dof
-2.734332799911499,-0.5813573002815247,14532513.0,-0.6309894323348999,15063709.0,-2.734332799911499,sub-032S6293,mri-coreg,NA,9dof
-2.873910665512085,-0.5801687240600586,14532513.0,-0.6253656148910522,15063709.0,-2.873910665512085,sub-032S6293,mri-coreg,NA,6dof
-2.796025276184082,-0.5800900459289551,14532513.0,-0.6275544166564941,15063709.0,-2.796025276184082,sub-032S6293,mri-coreg,NA,12dof
-3.201409101486206,-0.4949412941932678,14532513.0,-0.397654265165329,24116946.0,-3.201409101486206,sub-032S6293,vvregister,rr,6dof
-2.7039501667022705,-0.2996872663497925,14532513.0,-0.3607275485992431,15063709.0,-2.7039501667022705,sub-032S6293,vvregister,spm,6dof
-3.211247205734253,-0.3568812906742096,14532513.0,-0.2692205309867859,24116946.0,-3.211247205734253,sub-032S6293,vvregister,rr,9dof
-2.894280910491944,-0.4818195104598999,14532513.0,-0.3707651495933532,15063709.0,-2.894280910491944,sub-032S6293,vvregister,fsl,6dof
-2.965132713317871,-0.2734709978103637,14532513.0,-0.2520300149917602,24116946.0,-2.965132713317871,sub-032S6293,vvregister,spm,12dof
-3.3737218379974365,-0.2739133834838867,14532513.0,-0.2509258091449737,24116946.0,-3.3737218379974365,sub-032S6293,vvregister,spm,9dof
-2.642024517059326,-0.4829939305782318,14532513.0,-0.4098028838634491,15063709.0,-2.642024517059326,sub-032S6293,vvregister,coreg,6dof
-2.8262972831726074,-0.4826224744319916,14532513.0,-0.3718082904815674,24116946.0,-2.8262972831726074,sub-032S6293,vvregister,fsl,9dof
-3.1385746002197266,-0.3506322503089905,14532513.0,-0.2651467025279999,24116946.0,-3.1385746002197266,sub-032S6293,vvregister,rr,12dof
-3.497774124145508,-0.3204095065593719,14532513.0,-0.2468241602182388,24116946.0,-3.497774124145508,sub-032S6293,vvregister,coreg,12dof
-3.120702028274536,-0.3615693151950836,14532513.0,-0.2769755125045776,24116946.0,-3.120702028274536,sub-032S6293,vvregister,coreg,9dof
-3.142396211624145,-0.4611210823059082,14532513.0,-0.3461467921733856,13481077.0,-3.142396211624145,sub-032S6293,vvregister,fsl,12dof
-3.765523195266724,-0.33903568983078,8386628.5,-0.2826692461967468,5470571.0,-3.765523195266724,sub-016S6381,bbregister,spm,6dof
-4.148285865783691,-0.3378721475601196,7337150.0,-0.2855693995952606,12750422.0,-4.148285865783691,sub-016S6381,bbregister,fsl,9dof
-4.214979648590088,-0.7007893919944763,5586150.0,-0.6595534086227417,6187592.0,-4.214979648590088,sub-016S6381,bbregister,coreg,6dof
-3.9345545768737793,-0.7108674049377441,5779631.0,-0.6526690125465393,6546378.0,-3.9345545768737793,sub-016S6381,bbregister,rr,9dof
-4.215379238128662,-0.700793981552124,5586140.5,-0.6595396995544434,6179353.5,-4.215379238128662,sub-016S6381,bbregister,rr,6dof
-3.6234540939331055,-0.341811329126358,7332102.0,-0.2893075048923492,17489658.0,-3.6234540939331055,sub-016S6381,bbregister,fsl,6dof
-3.8075852394104,-0.2247998565435409,10276606.0,-0.1893952935934066,17377758.0,-3.8075852394104,sub-016S6381,bbregister,spm,9dof
-3.936835289001465,-0.7105085849761963,5784508.5,-0.6520678400993347,6581339.5,-3.936835289001465,sub-016S6381,bbregister,rr,12dof
-4.402626991271973,-0.2418033480644226,10130725.0,-0.1985622495412826,8108838.5,-4.402626991271973,sub-016S6381,bbregister,spm,12dof
-4.743039608001709,-0.3327834904193878,10588671.0,-0.2312461137771606,13941635.0,-4.743039608001709,sub-016S6381,bbregister,coreg,12dof
,,,,,,sub-016S6381,bbregister,coreg,9dof
-4.1762800216674805,-0.3506152033805847,7319439.5,-0.2963106632232666,10009361.0,-4.1762800216674805,sub-016S6381,bbregister,fsl,12dof
-3.916178941726685,-0.7151874899864197,5701742.0,-0.6720576882362366,6817411.0,-3.916178941726685,sub-016S6381,mri-coreg,NA,9dof
-3.8012752532958975,-0.722871720790863,5533112.5,-0.691074013710022,12203897.0,-3.8012752532958975,sub-016S6381,mri-coreg,NA,6dof
-3.8875036239624015,-0.7167975902557373,5694810.5,-0.6763761043548584,6841300.0,-3.8875036239624015,sub-016S6381,mri-coreg,NA,12dof
-4.296892166137695,-0.7006636261940002,5587455.5,-0.6589881777763367,6228481.5,-4.296892166137695,sub-016S6381,vvregister,rr,6dof
-3.7993063926696777,-0.3393279016017914,8435094.0,-0.2923155725002289,5291670.5,-3.7993063926696777,sub-016S6381,vvregister,spm,6dof
-4.176708698272705,-0.7049471735954285,5588929.0,-0.6616319417953491,6060279.5,-4.176708698272705,sub-016S6381,vvregister,rr,9dof
-3.591881513595581,-0.3155257105827331,7496068.0,-0.2673067152500152,10571009.0,-3.591881513595581,sub-016S6381,vvregister,fsl,6dof
-4.290724754333496,-0.2628689706325531,9766387.0,-0.2181698828935623,13434892.0,-4.290724754333496,sub-016S6381,vvregister,spm,12dof
-4.639816284179688,-0.2636660635471344,9759045.0,-0.2167455703020095,7429300.5,-4.639816284179688,sub-016S6381,vvregister,spm,9dof
-4.303664207458496,-0.7006339430809021,5587614.5,-0.6589084267616272,6222545.0,-4.303664207458496,sub-016S6381,vvregister,coreg,6dof
-3.5890495777130127,-0.320138931274414,7531707.5,-0.2699683010578155,10567058.0,-3.5890495777130127,sub-016S6381,vvregister,fsl,9dof
-4.290128707885742,-0.7044311165809631,5587693.5,-0.659774661064148,13292373.0,-4.290128707885742,sub-016S6381,vvregister,rr,12dof
-4.607153415679932,-0.3746668994426727,9923624.0,-0.2616011202335357,23770072.0,-4.607153415679932,sub-016S6381,vvregister,coreg,12dof
-4.497512340545654,-0.3615710735321045,10145439.0,-0.2535365521907806,14040927.0,-4.497512340545654,sub-016S6381,vvregister,coreg,9dof
-3.8646979331970215,-0.3046706318855285,7580533.0,-0.2559636533260345,10746004.0,-3.8646979331970215,sub-016S6381,vvregister,fsl,12dof
-3.4923157691955566,-0.3857745826244354,6532024.5,-0.3103636503219604,12360496.0,-3.4923157691955566,sub-082S6287,bbregister,spm,6dof
-4.900976657867432,-0.2375045418739318,9947008.0,-0.1576882451772689,17844206.0,-4.900976657867432,sub-082S6287,bbregister,fsl,9dof
-3.515230178833008,-0.6854479908943176,3638086.0,-0.6866300106048584,11283317.0,-3.515230178833008,sub-082S6287,bbregister,coreg,6dof
-3.852840662002564,-0.5118677020072937,4571533.5,-0.4629442989826202,10499762.0,-3.852840662002564,sub-082S6287,bbregister,rr,9dof
-3.819077253341675,-0.5181889533996582,4489117.0,-0.4669907093048095,10967915.0,-3.819077253341675,sub-082S6287,bbregister,rr,6dof
-3.911623954772949,-0.3602781593799591,5646341.0,-0.2861362099647522,18463618.0,-3.911623954772949,sub-082S6287,bbregister,fsl,6dof
-3.2556941509246826,-0.3780098855495453,6619219.0,-0.3064484298229217,11490394.0,-3.2556941509246826,sub-082S6287,bbregister,spm,9dof
-3.496663808822632,-0.5138896107673645,4557300.5,-0.4712257087230682,10730134.0,-3.496663808822632,sub-082S6287,bbregister,rr,12dof
-3.302192211151123,-0.3744061887264251,6696148.5,-0.3040552139282226,12066656.0,-3.302192211151123,sub-082S6287,bbregister,spm,12dof
-4.775256156921387,-0.3591440618038177,8960013.0,-0.2535119950771332,24116946.0,-4.775256156921387,sub-082S6287,bbregister,coreg,12dof
-4.37861442565918,-0.3805354535579681,7556320.5,-0.2908902466297149,10218810.0,-4.37861442565918,sub-082S6287,bbregister,coreg,9dof
-4.3294291496276855,-0.2052675038576126,10329261.0,-0.1396931856870651,14960216.0,-4.3294291496276855,sub-082S6287,bbregister,fsl,12dof
-3.2173752784729004,-0.6922643780708313,3658355.0,-0.7037920355796814,7695372.0,-3.2173752784729004,sub-082S6287,mri-coreg,NA,9dof
-3.1753897666931152,-0.6859532594680786,3631590.5,-0.7018454670906067,11817006.0,-3.1753897666931152,sub-082S6287,mri-coreg,NA,6dof
-3.3015248775482178,-0.692508339881897,3660742.5,-0.7020536065101624,11940643.0,-3.3015248775482178,sub-082S6287,mri-coreg,NA,12dof
-3.8599774837493896,-0.5508332848548889,4211636.0,-0.514251172542572,11755626.0,-3.8599774837493896,sub-082S6287,vvregister,rr,6dof
-3.427373170852661,-0.3675429224967956,6714146.5,-0.2953990995883941,4224575.0,-3.427373170852661,sub-082S6287,vvregister,spm,6dof
-3.912094593048096,-0.5648137927055359,4256020.0,-0.5272123217582703,12244036.0,-3.912094593048096,sub-082S6287,vvregister,rr,9dof
-4.2271599769592285,-0.4014114141464233,5367150.0,-0.3287430703639984,19079184.0,-4.2271599769592285,sub-082S6287,vvregister,fsl,6dof
-3.595426559448242,-0.3694632947444916,6784549.0,-0.2979761362075805,11621074.0,-3.595426559448242,sub-082S6287,vvregister,spm,12dof
-3.33686900138855,-0.3679970204830169,6810356.5,-0.2981912195682525,11702886.0,-3.33686900138855,sub-082S6287,vvregister,spm,9dof
-3.3095972537994385,-0.6807671189308167,3657696.75,-0.6853620409965515,7688975.0,-3.3095972537994385,sub-082S6287,vvregister,coreg,6dof
-4.3343000411987305,-0.3243905305862427,8428058.0,-0.2325149774551391,24116946.0,-4.3343000411987305,sub-082S6287,vvregister,fsl,9dof
-3.863243103027344,-0.5602614879608154,4220890.5,-0.5226701498031616,12106620.0,-3.863243103027344,sub-082S6287,vvregister,rr,12dof
-4.294334888458252,-0.391086608171463,8195913.5,-0.2850819528102875,15061692.0,-4.294334888458252,sub-082S6287,vvregister,coreg,12dof
-4.238000869750977,-0.3922708332538605,7967878.0,-0.2870032787322998,20186106.0,-4.238000869750977,sub-082S6287,vvregister,coreg,9dof
-3.9344074726104736,-0.3076745569705963,7357576.5,-0.2090228646993637,18290734.0,-3.9344074726104736,sub-082S6287,vvregister,fsl,12dof
-1.0167962312698364,-0.7136197686195374,14532511.0,-0.749694287776947,24116944.0,-1.0167962312698364,sub-094S6417,bbregister,spm,6dof
-0.9172340035438538,-0.5918256044387817,14532512.0,-0.601344108581543,24116942.0,-0.9172340035438538,sub-094S6417,bbregister,fsl,9dof
-1.0169979333877563,-0.7136589884757996,14532511.0,-0.749767005443573,24116944.0,-1.0169979333877563,sub-094S6417,bbregister,coreg,6dof
-1.0150302648544312,-0.7068029642105103,14532511.0,-0.7430227994918823,13481076.0,-1.0150302648544312,sub-094S6417,bbregister,rr,9dof
-1.016878962516785,-0.713634729385376,14532511.0,-0.7497225403785706,13481076.0,-1.016878962516785,sub-094S6417,bbregister,rr,6dof
-0.9216947555541992,-0.6303190588951111,14532511.0,-0.637897253036499,13481076.0,-0.9216947555541992,sub-094S6417,bbregister,fsl,6dof
-1.016238570213318,-0.7073659300804138,14532511.0,-0.7438992261886597,13481076.0,-1.016238570213318,sub-094S6417,bbregister,spm,9dof
-1.020559787750244,-0.7066475749015808,14532511.0,-0.7441366910934448,15063708.0,-1.020559787750244,sub-094S6417,bbregister,rr,12dof
-1.0144790410995483,-0.7006332278251648,14532511.0,-0.7345560193061829,13481076.0,-1.0144790410995483,sub-094S6417,bbregister,spm,12dof
-1.8509495258331297,-0.2289368659257888,14532513.0,-0.1693566441535949,13480688.0,-1.8509495258331297,sub-094S6417,bbregister,coreg,12dof
-2.3516528606414795,-0.1151596531271934,14532513.0,-0.0827249735593795,inf,-2.3516528606414795,sub-094S6417,bbregister,coreg,9dof
-0.8668070435523987,-0.5606685876846313,14532512.0,-0.5370727777481079,24116944.0,-0.8668070435523987,sub-094S6417,bbregister,fsl,12dof
-1.0314691066741943,-0.7208682894706726,14532511.0,-0.7710780501365662,24116942.0,-1.0314691066741943,sub-094S6417,mri-coreg,NA,9dof
-1.0220286846160889,-0.7233317494392395,14532511.0,-0.7759048342704773,13481076.0,-1.0220286846160889,sub-094S6417,mri-coreg,NA,6dof
-1.03016197681427,-0.7174604535102844,14532511.0,-0.7673629522323608,13481076.0,-1.03016197681427,sub-094S6417,mri-coreg,NA,12dof
-1.0107004642486572,-0.7099913358688354,14532511.0,-0.7421457171440125,13481076.0,-1.0107004642486572,sub-094S6417,vvregister,rr,6dof
-1.0107640027999878,-0.7099999189376831,14532511.0,-0.7421621084213257,24116944.0,-1.0107640027999878,sub-094S6417,vvregister,spm,6dof
-1.0115852355957031,-0.7108737826347351,14532511.0,-0.7445073127746582,24116944.0,-1.0115852355957031,sub-094S6417,vvregister,rr,9dof
-0.8458864688873291,-0.5496773719787598,14532511.0,-0.5287648439407349,13481075.0,-0.8458864688873291,sub-094S6417,vvregister,fsl,6dof
-1.0093258619308472,-0.7111309766769409,14532511.0,-0.7460935115814209,13481076.0,-1.0093258619308472,sub-094S6417,vvregister,spm,12dof
-1.0121840238571167,-0.7110787034034729,14532511.0,-0.7451035380363464,24116944.0,-1.0121840238571167,sub-094S6417,vvregister,spm,9dof
-1.0106972455978394,-0.7099095582962036,14532511.0,-0.741986870765686,13481076.0,-1.0106972455978394,sub-094S6417,vvregister,coreg,6dof
-0.880561351776123,-0.5873625874519348,14532511.0,-0.5657952427864075,13481076.0,-0.880561351776123,sub-094S6417,vvregister,fsl,9dof
-1.009777545928955,-0.710695207118988,14532511.0,-0.7442686557769775,24116944.0,-1.009777545928955,sub-094S6417,vvregister,rr,12dof
-1.7835004329681396,-0.2438195645809173,14532513.0,-0.1829486340284347,13481077.0,-1.7835004329681396,sub-094S6417,vvregister,coreg,12dof
-2.132354974746704,-0.1556590348482132,14532513.0,-0.1119482293725013,13480688.0,-2.132354974746704,sub-094S6417,vvregister,coreg,9dof
-0.8791969418525696,-0.5753809809684753,14532511.0,-0.5613783597946167,13481075.0,-0.8791969418525696,sub-094S6417,vvregister,fsl,12dof
-2.7624526023864746,-0.3851710855960846,5996592.0,-0.2893844842910766,5376828.0,-2.7624526023864746,sub-941S6499,bbregister,spm,6dof
-3.297318458557129,-0.1726279109716415,11521612.0,-0.1191170588135719,13684092.0,-3.297318458557129,sub-941S6499,bbregister,fsl,9dof
-2.5123658180236816,-0.6482076048851013,3475359.5,-0.7377286553382874,3928481.75,-2.5123658180236816,sub-941S6499,bbregister,coreg,6dof
-2.9570417404174805,-0.5418451428413391,4333110.5,-0.5412313938140869,10800798.0,-2.9570417404174805,sub-941S6499,bbregister,rr,9dof
-2.4822027683258057,-0.5519588589668274,4119796.5,-0.5513097047805786,4973694.5,-2.4822027683258057,sub-941S6499,bbregister,rr,6dof
-2.8430910110473637,-0.4099853336811065,5101146.0,-0.3510549962520599,7854649.0,-2.8430910110473637,sub-941S6499,bbregister,fsl,6dof
-2.9271140098571777,-0.1805883049964904,10172575.0,-0.1447762697935104,12828253.0,-2.9271140098571777,sub-941S6499,bbregister,spm,9dof
-3.002936363220215,-0.5321108102798462,4492260.5,-0.5215209722518921,6121224.0,-3.002936363220215,sub-941S6499,bbregister,rr,12dof
-2.9651126861572266,-0.169852152466774,10306608.0,-0.1376559287309646,9698931.0,-2.9651126861572266,sub-941S6499,bbregister,spm,12dof
-3.365152597427368,-0.1704971045255661,11521953.0,-0.1173236370086669,13660666.0,-3.365152597427368,sub-941S6499,bbregister,coreg,12dof
-3.249613046646118,-0.2229974269866943,10742552.0,-0.1510637253522873,13336354.0,-3.249613046646118,sub-941S6499,bbregister,coreg,9dof
-4.087549686431885,-0.1700616776943206,11583528.0,-0.1155069395899772,13660838.0,-4.087549686431885,sub-941S6499,bbregister,fsl,12dof
-2.47097396850586,-0.6468340158462524,3532896.25,-0.7339391112327576,6151799.0,-2.47097396850586,sub-941S6499,mri-coreg,NA,9dof
-2.495997190475464,-0.6492620706558228,3472657.25,-0.7412814497947693,5198718.5,-2.495997190475464,sub-941S6499,mri-coreg,NA,6dof
-2.5819249153137207,-0.6446490287780762,3545705.75,-0.730071485042572,4133989.25,-2.5819249153137207,sub-941S6499,mri-coreg,NA,12dof
-2.5898702144622803,-0.546754002571106,4098070.75,-0.5416136980056763,6397571.0,-2.5898702144622803,sub-941S6499,vvregister,rr,6dof
-2.498032569885254,-0.3887550830841064,5927213.0,-0.2931211590766907,5508823.5,-2.498032569885254,sub-941S6499,vvregister,spm,6dof
-2.475621223449707,-0.5487834215164185,4013893.25,-0.5472810864448547,6027895.5,-2.475621223449707,sub-941S6499,vvregister,rr,9dof
-2.3412084579467773,-0.4257835447788238,5440042.0,-0.3447324335575104,11571605.0,-2.3412084579467773,sub-941S6499,vvregister,fsl,6dof
-2.421255111694336,-0.306104838848114,7801179.0,-0.2281940728425979,23868852.0,-2.421255111694336,sub-941S6499,vvregister,spm,12dof
-2.5784451961517334,-0.3162112832069397,7746087.0,-0.2325627952814102,7278588.5,-2.5784451961517334,sub-941S6499,vvregister,spm,9dof
-2.501441478729248,-0.6467315554618835,3479115.0,-0.730119526386261,3943249.25,-2.501441478729248,sub-941S6499,vvregister,coreg,6dof
-2.71668004989624,-0.3031664788722992,8302547.5,-0.2318131029605865,7735732.5,-2.71668004989624,sub-941S6499,vvregister,fsl,9dof
-2.7547390460968018,-0.5415357947349548,4096151.25,-0.531102180480957,6182199.0,-2.7547390460968018,sub-941S6499,vvregister,rr,12dof
-3.115323543548584,-0.354453295469284,8669257.0,-0.2424498349428177,12527466.0,-3.115323543548584,sub-941S6499,vvregister,coreg,12dof
-3.81610107421875,-0.3956182599067688,7853504.5,-0.2769924998283386,15063704.0,-3.81610107421875,sub-941S6499,vvregister,coreg,9dof
-2.5206520557403564,-0.3086784780025482,8267288.5,-0.2371581792831421,10040972.0,-2.5206520557403564,sub-941S6499,vvregister,fsl,12dof
-0.7008190751075745,-0.5532676577568054,14532512.0,-0.4909408390522003,13481076.0,-0.7008190751075745,sub-127S6348,bbregister,spm,6dof
-0.7905714511871338,-0.636120080947876,14532512.0,-0.6103412508964539,13481076.0,-0.7905714511871338,sub-127S6348,bbregister,fsl,9dof
-0.8804172873497009,-0.7092252373695374,14532511.0,-0.7289801836013794,13481076.0,-0.8804172873497009,sub-127S6348,bbregister,coreg,6dof
-0.7578832507133484,-0.6190465688705444,14532511.0,-0.5954357981681824,13481076.0,-0.7578832507133484,sub-127S6348,bbregister,rr,9dof
-0.7674802541732788,-0.5942487120628357,14532512.0,-0.5746257305145264,24116942.0,-0.7674802541732788,sub-127S6348,bbregister,rr,6dof
-0.7681182622909546,-0.6124998331069946,14532512.0,-0.5730983018875122,13481076.0,-0.7681182622909546,sub-127S6348,bbregister,fsl,6dof
-0.8208934664726257,-0.662233829498291,14532511.0,-0.6391624212265015,24116946.0,-0.8208934664726257,sub-127S6348,bbregister,spm,9dof
-0.789024293422699,-0.6631976962089539,14532511.0,-0.6540687680244446,13481075.0,-0.789024293422699,sub-127S6348,bbregister,rr,12dof
-0.8013374209403992,-0.6576147675514221,14532511.0,-0.6449859738349915,24116944.0,-0.8013374209403992,sub-127S6348,bbregister,spm,12dof
-0.60903000831604,-0.3275492489337921,14532512.0,-0.2341821640729904,13481076.0,-0.60903000831604,sub-127S6348,bbregister,coreg,12dof
-1.3243743181228638,-0.3345174193382263,14532512.0,-0.2448653280735016,24116946.0,-1.3243743181228638,sub-127S6348,bbregister,coreg,9dof
-0.7749964594841003,-0.6111558079719543,14532512.0,-0.5772266387939453,24116942.0,-0.7749964594841003,sub-127S6348,bbregister,fsl,12dof
-0.860184907913208,-0.7013565897941589,14532511.0,-0.7173193693161011,13481076.0,-0.860184907913208,sub-127S6348,mri-coreg,NA,9dof
-0.8794205784797668,-0.7107099294662476,14532511.0,-0.7311565279960632,15063708.0,-0.8794205784797668,sub-127S6348,mri-coreg,NA,6dof
-0.8614438772201538,-0.7030222415924072,14532511.0,-0.7212958931922913,24116942.0,-0.8614438772201538,sub-127S6348,mri-coreg,NA,12dof
-0.7603992819786072,-0.6033813953399658,14532512.0,-0.5704988837242126,24116942.0,-0.7603992819786072,sub-127S6348,vvregister,rr,6dof
-0.7562470436096191,-0.5941993594169617,14532512.0,-0.5578909516334534,13481076.0,-0.7562470436096191,sub-127S6348,vvregister,spm,6dof
-0.7968624234199524,-0.660263180732727,14532511.0,-0.6420720219612122,24116942.0,-0.7968624234199524,sub-127S6348,vvregister,rr,9dof
-0.7570095658302307,-0.6042720079421997,14532512.0,-0.5439070463180542,15063708.0,-0.7570095658302307,sub-127S6348,vvregister,fsl,6dof
-0.668289303779602,-0.528323233127594,14532511.0,-0.4696278870105743,13481075.0,-0.668289303779602,sub-127S6348,vvregister,spm,12dof
-0.6667067408561707,-0.5233196020126343,14532511.0,-0.4627581238746643,24116940.0,-0.6667067408561707,sub-127S6348,vvregister,spm,9dof
-0.8777313232421875,-0.7095762491226196,14532511.0,-0.7289705276489258,13481076.0,-0.8777313232421875,sub-127S6348,vvregister,coreg,6dof
-0.7895437479019165,-0.4976659119129181,14532512.0,-0.4071837961673736,24116944.0,-0.7895437479019165,sub-127S6348,vvregister,fsl,9dof
-0.7944046854972839,-0.6602798104286194,14532511.0,-0.6394762396812439,15063708.0,-0.7944046854972839,sub-127S6348,vvregister,rr,12dof
-1.4165722131729126,-0.3297792375087738,14532513.0,-0.2463693916797638,24116946.0,-1.4165722131729126,sub-127S6348,vvregister,coreg,12dof
-1.199660301208496,-0.3999421298503876,14532512.0,-0.2972401082515716,24116946.0,-1.199660301208496,sub-127S6348,vvregister,coreg,9dof
-0.7847604155540466,-0.4972022175788879,14532512.0,-0.4009666740894317,24116944.0,-0.7847604155540466,sub-127S6348,vvregister,fsl,12dof
-3.084226131439209,-0.6812258958816528,7107658.0,-0.7030804753303528,14530849.0,-3.084226131439209,sub-023S6346,bbregister,spm,6dof
-5.246261596679688,-0.233097955584526,11767550.0,-0.1638135612010955,24086040.0,-5.246261596679688,sub-023S6346,bbregister,fsl,9dof
-3.093451976776123,-0.6812950968742371,7105782.0,-0.7027849555015564,14390753.0,-3.093451976776123,sub-023S6346,bbregister,coreg,6dof
-3.1726949214935303,-0.6816608905792236,7218020.5,-0.6846177577972412,14947337.0,-3.1726949214935303,sub-023S6346,bbregister,rr,9dof
-2.9399609565734863,-0.6807948350906372,7103630.5,-0.7032198309898376,14372969.0,-2.9399609565734863,sub-023S6346,bbregister,rr,6dof
-5.424564838409424,-0.408634752035141,7843634.5,-0.3195288479328155,15891646.0,-5.424564838409424,sub-023S6346,bbregister,fsl,6dof
-3.476088523864746,-0.6775228381156921,7278598.0,-0.6648133397102356,14536793.0,-3.476088523864746,sub-023S6346,bbregister,spm,9dof
-3.186354875564575,-0.681154727935791,7224517.0,-0.6821681261062622,14935161.0,-3.186354875564575,sub-023S6346,bbregister,rr,12dof
-3.057621479034424,-0.6739070415496826,7262421.0,-0.6726279854774475,14092927.0,-3.057621479034424,sub-023S6346,bbregister,spm,12dof
-3.122643232345581,-0.6734881401062012,7298568.5,-0.6664210557937622,14326354.0,-3.122643232345581,sub-023S6346,bbregister,coreg,12dof
-3.2994680404663086,-0.6784719228744507,7267965.5,-0.6720092296600342,14711532.0,-3.2994680404663086,sub-023S6346,bbregister,coreg,9dof
-5.59025764465332,-0.2353669852018356,11788325.0,-0.1633291542530059,14969377.0,-5.59025764465332,sub-023S6346,bbregister,fsl,12dof
-3.3067784309387207,-0.677467942237854,7082529.0,-0.6974872946739197,8513195.0,-3.3067784309387207,sub-023S6346,mri-coreg,NA,9dof
-3.2723376750946045,-0.6797029376029968,7111146.0,-0.6994099020957947,14281331.0,-3.2723376750946045,sub-023S6346,mri-coreg,NA,6dof
-3.389382123947144,-0.6769972443580627,7077230.0,-0.6961078643798828,14457756.0,-3.389382123947144,sub-023S6346,mri-coreg,NA,12dof
-3.253481864929199,-0.6809682846069336,7133148.0,-0.6936260461807251,15362747.0,-3.253481864929199,sub-023S6346,vvregister,rr,6dof
-3.2088749408721924,-0.6782622933387756,7137150.0,-0.6925522089004517,15488507.0,-3.2088749408721924,sub-023S6346,vvregister,spm,6dof
-3.414224147796631,-0.6806978583335876,7083255.0,-0.6949772834777832,8478631.0,-3.414224147796631,sub-023S6346,vvregister,rr,9dof
-4.713813781738281,-0.4294157326221466,7757749.0,-0.3533248603343963,12878296.0,-4.713813781738281,sub-023S6346,vvregister,fsl,6dof
-3.029471635818481,-0.6826944351196289,7093844.5,-0.6983933448791504,15584468.0,-3.029471635818481,sub-023S6346,vvregister,spm,12dof
-3.126023292541504,-0.6850082874298096,7091757.5,-0.6991260647773743,15594522.0,-3.126023292541504,sub-023S6346,vvregister,spm,9dof
-3.2250826358795166,-0.6800282001495361,7122238.0,-0.6970024704933167,15128913.0,-3.2250826358795166,sub-023S6346,vvregister,coreg,6dof
-6.278613090515137,-0.2636034190654754,11391304.0,-0.1703994572162628,24114578.0,-6.278613090515137,sub-023S6346,vvregister,fsl,9dof
-3.12499475479126,-0.6842405796051025,7093410.0,-0.7036008238792419,15546319.0,-3.12499475479126,sub-023S6346,vvregister,rr,12dof
-3.2139668464660645,-0.6799864768981934,7109312.0,-0.6933794021606445,14756154.0,-3.2139668464660645,sub-023S6346,vvregister,coreg,12dof
-3.4057438373565674,-0.6799931526184082,7078202.0,-0.6948009133338928,15313078.0,-3.4057438373565674,sub-023S6346,vvregister,coreg,9dof
-5.380970001220703,-0.2629639506340027,11424500.0,-0.1826384365558624,24115894.0,-5.380970001220703,sub-023S6346,vvregister,fsl,12dof
-0.6129385828971863,-0.4075778126716614,14532511.0,-0.3140795230865478,15063708.0,-0.6129385828971863,sub-094S6485,bbregister,spm,6dof
-0.8047736883163452,-0.4384014010429382,14532512.0,-0.3475359380245209,24116942.0,-0.8047736883163452,sub-094S6485,bbregister,fsl,9dof
-0.9157612323760986,-0.7251802086830139,14532511.0,-0.7632739543914795,13481075.0,-0.9157612323760986,sub-094S6485,bbregister,coreg,6dof
-0.9009628891944884,-0.6936876177787781,14532511.0,-0.7172154188156128,15063708.0,-0.9009628891944884,sub-094S6485,bbregister,rr,9dof
-0.9157474040985109,-0.7251843214035034,14532511.0,-0.7632911801338196,15063707.0,-0.9157474040985109,sub-094S6485,bbregister,rr,6dof
-0.7111976742744446,-0.5562432408332825,14532511.0,-0.493921548128128,24116942.0,-0.7111976742744446,sub-094S6485,bbregister,fsl,6dof
-0.6136686205863953,-0.4047013521194458,14532511.0,-0.3112905323505401,13481075.0,-0.6136686205863953,sub-094S6485,bbregister,spm,9dof
-0.9000150561332703,-0.6935940384864807,14532511.0,-0.7167279720306396,24116942.0,-0.9000150561332703,sub-094S6485,bbregister,rr,12dof
-0.6565850377082825,-0.4221709072589874,14532511.0,-0.3273760676383972,13481075.0,-0.6565850377082825,sub-094S6485,bbregister,spm,12dof
-1.714848518371582,-0.2392366379499435,14532513.0,-0.1804663836956024,13481077.0,-1.714848518371582,sub-094S6485,bbregister,coreg,12dof
-1.8436237573623655,-0.2128681540489196,14532513.0,-0.1590401977300644,13480688.0,-1.8436237573623655,sub-094S6485,bbregister,coreg,9dof
-0.7260441780090332,-0.4479882717132568,14532511.0,-0.3459523618221283,13481075.0,-0.7260441780090332,sub-094S6485,bbregister,fsl,12dof
-0.9259342551231384,-0.7337789535522461,14532511.0,-0.7754238843917847,24116942.0,-0.9259342551231384,sub-094S6485,mri-coreg,NA,9dof
-0.9248513579368592,-0.7309702038764954,14532511.0,-0.7731266021728516,15063707.0,-0.9248513579368592,sub-094S6485,mri-coreg,NA,6dof
-0.9263305068016052,-0.7343927025794983,14532511.0,-0.7772693037986755,24116942.0,-0.9263305068016052,sub-094S6485,mri-coreg,NA,12dof
